track_name,element,album_name,artist,lyric,line
The Hell I Overcame,Verse 2,Finding God Before God Finds Me (Deluxe),Bad Omens,"Well, I am back now and stronger than you think",10
The Hell I Overcame,Verse 2,Finding God Before God Finds Me (Deluxe),Bad Omens,"'Cause when it's dark, the light gets easier to see",11
The Hell I Overcame,Verse 2,Finding God Before God Finds Me (Deluxe),Bad Omens,They say I sold out and bid my dignity,12
The Hell I Overcame,Verse 2,Finding God Before God Finds Me (Deluxe),Bad Omens,But the truth is the Devil sold his soul to me,13
The Hell I Overcame,Bridge,Finding God Before God Finds Me (Deluxe),Bad Omens,"To me, to me",14
The Hell I Overcame,Bridge,Finding God Before God Finds Me (Deluxe),Bad Omens,The Devil sold his soul to me,15
The Hell I Overcame,Bridge,Finding God Before God Finds Me (Deluxe),Bad Omens,"To me, to me",16
The Hell I Overcame,Bridge,Finding God Before God Finds Me (Deluxe),Bad Omens,The Devil sold his soul to me,17
The Hell I Overcame,Chorus,Finding God Before God Finds Me (Deluxe),Bad Omens,"God, please forgive those who doubt me, forgot about me",18
The Hell I Overcame,Chorus,Finding God Before God Finds Me (Deluxe),Bad Omens,Then throw them down into the flames,19
The Hell I Overcame,Chorus,Finding God Before God Finds Me (Deluxe),Bad Omens,"God, please forgive those who doubt me, forgot about me",20
The Hell I Overcame,Chorus,Finding God Before God Finds Me (Deluxe),Bad Omens,Make sure they never forget my name,21
The Hell I Overcame,Breakdown,Finding God Before God Finds Me (Deluxe),Bad Omens,The greatest trick that the Devil did,22
The Hell I Overcame,Breakdown,Finding God Before God Finds Me (Deluxe),Bad Omens,Was convince the world he doesn't exist,23
The Hell I Overcame,Breakdown,Finding God Before God Finds Me (Deluxe),Bad Omens,The greatest trick that the Devil did,24
The Hell I Overcame,Breakdown,Finding God Before God Finds Me (Deluxe),Bad Omens,Was convince the world he doesn't exist,25
The Hell I Overcame,Refrain,Finding God Before God Finds Me (Deluxe),Bad Omens,"God, please forgive those who doubt me, forgot about me",26
The Hell I Overcame,Refrain,Finding God Before God Finds Me (Deluxe),Bad Omens,After all the hell I overcame,27
The Hell I Overcame,Chorus,Finding God Before God Finds Me (Deluxe),Bad Omens,"God, please forgive those who doubt me, forgot about me",28
The Hell I Overcame,Chorus,Finding God Before God Finds Me (Deluxe),Bad Omens,Then throw them down into the flames,29
The Hell I Overcame,Chorus,Finding God Before God Finds Me (Deluxe),Bad Omens,"God, please forgive those who doubt me, forgot about me",30
The Hell I Overcame,Chorus,Finding God Before God Finds Me (Deluxe),Bad Omens,Make them remember again,31
The Hell I Overcame,Post-Chorus,Finding God Before God Finds Me (Deluxe),Bad Omens,Did you really think the pain,32
The Hell I Overcame,Post-Chorus,Finding God Before God Finds Me (Deluxe),Bad Omens,Would send me to an early grave?,33
The Hell I Overcame,Post-Chorus,Finding God Before God Finds Me (Deluxe),Bad Omens,Did you think I couldn't break these chains,34
The Hell I Overcame,Post-Chorus,Finding God Before God Finds Me (Deluxe),Bad Omens,After all the hell I overcame?,35
The Hell I Overcame,Outro,Finding God Before God Finds Me (Deluxe),Bad Omens,The greatest trick that the Devil did,36
The Hell I Overcame,Outro,Finding God Before God Finds Me (Deluxe),Bad Omens,Was convince the world he doesn't exist,37
Dethrone,Intro,Finding God Before God Finds Me (Deluxe),Bad Omens,Yeah,1
Dethrone,Verse 1,Finding God Before God Finds Me (Deluxe),Bad Omens,Let me take you back to when I was killed and born again,2
Dethrone,Verse 1,Finding God Before God Finds Me (Deluxe),Bad Omens,Woke up in the light convinced my life had made it to its end,3
Dethrone,Verse 1,Finding God Before God Finds Me (Deluxe),Bad Omens,Burning up beneath the sun while my father drained of blood,4
Dethrone,Verse 1,Finding God Before God Finds Me (Deluxe),Bad Omens,"If he's there, I've got a message for the man that's up above",5
Dethrone,Verse 1,Finding God Before God Finds Me (Deluxe),Bad Omens,Fuck you,6
Dethrone,Pre-Chorus,Finding God Before God Finds Me (Deluxe),Bad Omens,"If he's home, I've got a message from below",7
Dethrone,Pre-Chorus,Finding God Before God Finds Me (Deluxe),Bad Omens,Getting out is not enough if nobody else can come,8
Dethrone,Pre-Chorus,Finding God Before God Finds Me (Deluxe),Bad Omens,"If he's home, I've got a message for the man above",9
Dethrone,Chorus,Finding God Before God Finds Me (Deluxe),Bad Omens,"Here am I, take me to the pearly gates",10
Dethrone,Chorus,Finding God Before God Finds Me (Deluxe),Bad Omens,So I can look you in the eye when I spit in your face,11
Dethrone,Chorus,Finding God Before God Finds Me (Deluxe),Bad Omens,"Here am I, take me to the pearly gates",12
Dethrone,Chorus,Finding God Before God Finds Me (Deluxe),Bad Omens,Don't let 'em hit you on the way out when I take your place,13
Dethrone,Verse 2,Finding God Before God Finds Me (Deluxe),Bad Omens,Did you think you could dig deep enough to bury me?,14
Dethrone,Verse 2,Finding God Before God Finds Me (Deluxe),Bad Omens,It's over when I say and you're not getting rid of me,15
Dethrone,Verse 2,Finding God Before God Finds Me (Deluxe),Bad Omens,So walk into my fire or step into my light,16
Dethrone,Verse 2,Finding God Before God Finds Me (Deluxe),Bad Omens,"Either way, it's gonna burn if you don't make this right, oh",17
Dethrone,Verse 2,Finding God Before God Finds Me (Deluxe),Bad Omens,Shit,18
Dethrone,Pre-Chorus,Finding God Before God Finds Me (Deluxe),Bad Omens,"If he's home, I've got a message from below",19
Dethrone,Chorus,Finding God Before God Finds Me (Deluxe),Bad Omens,"Here am I, take me to the pearly gates",20
Dethrone,Chorus,Finding God Before God Finds Me (Deluxe),Bad Omens,So I can look you in the eye when I spit in your face,21
Dethrone,Chorus,Finding God Before God Finds Me (Deluxe),Bad Omens,"Here am I, take me to the pearly gates",22
Dethrone,Chorus,Finding God Before God Finds Me (Deluxe),Bad Omens,Don't let 'em hit you on the way out when I take your place,23
Dethrone,Breakdown,Finding God Before God Finds Me (Deluxe),Bad Omens,Dead meat,24
Dethrone,Pre-Chorus,Finding God Before God Finds Me (Deluxe),Bad Omens,Getting out is not enough if nobody else can come,25
Dethrone,Pre-Chorus,Finding God Before God Finds Me (Deluxe),Bad Omens,"If he's home, I've got a message for the man above",26
Dethrone,Chorus,Finding God Before God Finds Me (Deluxe),Bad Omens,"Here am I, take me to the pearly gates",27
Dethrone,Chorus,Finding God Before God Finds Me (Deluxe),Bad Omens,So I can look you in the eye when I spit in your face,28
Dethrone,Chorus,Finding God Before God Finds Me (Deluxe),Bad Omens,"Here am I, take me to the pearly gates",29
Dethrone,Chorus,Finding God Before God Finds Me (Deluxe),Bad Omens,Don't let 'em hit you on the way out when I take your place,30
Dethrone,Chorus,Finding God Before God Finds Me (Deluxe),Bad Omens,"Here am I, take me to the pearly gates",31
Dethrone,Chorus,Finding God Before God Finds Me (Deluxe),Bad Omens,So I can look you in the eye when I spit in your face,32
Dethrone,Chorus,Finding God Before God Finds Me (Deluxe),Bad Omens,"Here am I, take me to the pearly gates",33
Dethrone,Chorus,Finding God Before God Finds Me (Deluxe),Bad Omens,Don't let 'em hit you on the way out when I take your place,34
Dethrone,Outro,Finding God Before God Finds Me (Deluxe),Bad Omens,Shit,35
Blood,Verse 1,Finding God Before God Finds Me (Deluxe),Bad Omens,There's no rest for the wicked,1
Blood,Verse 1,Finding God Before God Finds Me (Deluxe),Bad Omens,There's not a home underneath the mud,2
Blood,Verse 1,Finding God Before God Finds Me (Deluxe),Bad Omens,"And we're all dead, so what's the difference",3
Blood,Verse 1,Finding God Before God Finds Me (Deluxe),Bad Omens,Between a god and a loaded gun?,4
Blood,Pre-Chorus,Finding God Before God Finds Me (Deluxe),Bad Omens,"I am the sun, rain, the ocean",5
Blood,Pre-Chorus,Finding God Before God Finds Me (Deluxe),Bad Omens,"I am the flood, flames, the chosen",6
Blood,Chorus,Finding God Before God Finds Me (Deluxe),Bad Omens,"It's in our blood, it's on our breath",7
Blood,Chorus,Finding God Before God Finds Me (Deluxe),Bad Omens,It's in the taste between life and death,8
Blood,Chorus,Finding God Before God Finds Me (Deluxe),Bad Omens,It's in our blood,9
Blood,Verse 2,Finding God Before God Finds Me (Deluxe),Bad Omens,I hung myself up on a cross to bleed,10
Blood,Verse 2,Finding God Before God Finds Me (Deluxe),Bad Omens,"Nobody cared, nobody listened to me",11
Blood,Verse 2,Finding God Before God Finds Me (Deluxe),Bad Omens,So I'm not carrying the weight of a conscience,12
Blood,Verse 2,Finding God Before God Finds Me (Deluxe),Bad Omens,"Bring the floods, bring the flames, bring the violence",13
Blood,Chorus,Finding God Before God Finds Me (Deluxe),Bad Omens,"It's in our blood, it's on our breath",14
Blood,Chorus,Finding God Before God Finds Me (Deluxe),Bad Omens,It's in the taste between life and death,15
Blood,Chorus,Finding God Before God Finds Me (Deluxe),Bad Omens,"It's in our hearts, it's in our heads",16
Blood,Chorus,Finding God Before God Finds Me (Deluxe),Bad Omens,It's for the lives we never got to live,17
Blood,Chorus,Finding God Before God Finds Me (Deluxe),Bad Omens,It's in our blood,18
Blood,Post-Chorus,Finding God Before God Finds Me (Deluxe),Bad Omens,There's no rest for the wicked,19
Blood,Post-Chorus,Finding God Before God Finds Me (Deluxe),Bad Omens,There's not a home underneath the mud,20
Blood,Post-Chorus,Finding God Before God Finds Me (Deluxe),Bad Omens,"And we're all dead, so what's the difference",21
Blood,Post-Chorus,Finding God Before God Finds Me (Deluxe),Bad Omens,Between a god and a fucking gun?,22
Blood,Post-Chorus,Finding God Before God Finds Me (Deluxe),Bad Omens,Blood,23
Blood,Bridge,Finding God Before God Finds Me (Deluxe),Bad Omens,"Sun, rain, ocean",24
Blood,Bridge,Finding God Before God Finds Me (Deluxe),Bad Omens,"Flood, flames, chosen",25
Blood,Chorus,Finding God Before God Finds Me (Deluxe),Bad Omens,"It's in our blood, it's on our breath",26
Blood,Chorus,Finding God Before God Finds Me (Deluxe),Bad Omens,It's in the taste between life and death,27
Blood,Chorus,Finding God Before God Finds Me (Deluxe),Bad Omens,"It's in our hearts, it's in our heads",28
Blood,Chorus,Finding God Before God Finds Me (Deluxe),Bad Omens,It's for the lives we never got to live,29
Blood,Post-Chorus,Finding God Before God Finds Me (Deluxe),Bad Omens,There's no rest for the wicked,30
Blood,Post-Chorus,Finding God Before God Finds Me (Deluxe),Bad Omens,There's not a home underneath the mud,31
Blood,Post-Chorus,Finding God Before God Finds Me (Deluxe),Bad Omens,"And we're all dead, so what's the difference",32
Blood,Post-Chorus,Finding God Before God Finds Me (Deluxe),Bad Omens,Between a god and his only son?,33
Blood,Post-Chorus,Finding God Before God Finds Me (Deluxe),Bad Omens,"It's blood, blood",34
Blood,Outro,Finding God Before God Finds Me (Deluxe),Bad Omens,"I am the sun, rain, the ocean",35
Blood,Outro,Finding God Before God Finds Me (Deluxe),Bad Omens,"I am the flood, flames, the chosen",36
Mercy,Refrain,Finding God Before God Finds Me (Deluxe),Bad Omens,"Blinded by a fear of feeling, these are the kings we chose",1
Mercy,Refrain,Finding God Before God Finds Me (Deluxe),Bad Omens,"Lost and looking for the meaning, I've been searching high and low",2
Mercy,Refrain,Finding God Before God Finds Me (Deluxe),Bad Omens,"When we fade into nothing, when we go up in the smoke",3
Mercy,Refrain,Finding God Before God Finds Me (Deluxe),Bad Omens,We’ll beg God for a mercy that He knows we'd never show,4
Mercy,Verse 1,Finding God Before God Finds Me (Deluxe),Bad Omens,On a canvas we stained with blood and painted with our sins,5
Mercy,Verse 1,Finding God Before God Finds Me (Deluxe),Bad Omens,There's a candle melting and it’s burning at both ends,6
Mercy,Verse 1,Finding God Before God Finds Me (Deluxe),Bad Omens,We'll take and take 'til it caves and drowns us in the wax it drips,7
Mercy,Verse 1,Finding God Before God Finds Me (Deluxe),Bad Omens,Like a moth to a flame you never should've fucking lit,8
Mercy,Pre-Chorus,Finding God Before God Finds Me (Deluxe),Bad Omens,You can give sight to the blind,9
Mercy,Pre-Chorus,Finding God Before God Finds Me (Deluxe),Bad Omens,But you can't force them to see,10
Mercy,Pre-Chorus,Finding God Before God Finds Me (Deluxe),Bad Omens,You could take us back in time,11
Mercy,Pre-Chorus,Finding God Before God Finds Me (Deluxe),Bad Omens,But it wouldn't change a thing,12
Mercy,Chorus,Finding God Before God Finds Me (Deluxe),Bad Omens,"If God came down from His kingdom, He came down from His home",13
Mercy,Chorus,Finding God Before God Finds Me (Deluxe),Bad Omens,"And we asked Him if He'd take us back, He would surely tell us no",14
Mercy,Chorus,Finding God Before God Finds Me (Deluxe),Bad Omens,"If God came down from His kingdom, He came down from his throne",15
Mercy,Chorus,Finding God Before God Finds Me (Deluxe),Bad Omens,"And we asked Him if He'd take us back, He would tell us we can’t go",16
Mercy,Verse 2,Finding God Before God Finds Me (Deluxe),Bad Omens,"To a rat in a maze, the end is where the start begins",17
Mercy,Verse 2,Finding God Before God Finds Me (Deluxe),Bad Omens,"But if we made it out, I know that we would do it all again",18
Mercy,Verse 2,Finding God Before God Finds Me (Deluxe),Bad Omens,We live and die in vain like treasure on a sinking ship,19
Mercy,Verse 2,Finding God Before God Finds Me (Deluxe),Bad Omens,All in the name of a god we’d just abandon and forget,20
Mercy,Chorus,Finding God Before God Finds Me (Deluxe),Bad Omens,"If God came down from His kingdom, He came down from His home",21
Mercy,Chorus,Finding God Before God Finds Me (Deluxe),Bad Omens,"And we asked Him if He'd take us back, He would surely tell us no",22
Mercy,Chorus,Finding God Before God Finds Me (Deluxe),Bad Omens,"If God came down from His kingdom, He came down from his throne",23
Mercy,Chorus,Finding God Before God Finds Me (Deluxe),Bad Omens,"And we asked Him if He’d take us back, He would tell us we can't go",24
Mercy,Bridge,Finding God Before God Finds Me (Deluxe),Bad Omens,We're dying every day,25
Mercy,Bridge,Finding God Before God Finds Me (Deluxe),Bad Omens,"Tell me, is it all in vain?",26
Mercy,Bridge,Finding God Before God Finds Me (Deluxe),Bad Omens,Is it worth the suffering?,27
Mercy,Bridge,Finding God Before God Finds Me (Deluxe),Bad Omens,Is it worth the price we paid?,28
Mercy,Bridge,Finding God Before God Finds Me (Deluxe),Bad Omens,Is it worth it?,29
Mercy,Bridge,Finding God Before God Finds Me (Deluxe),Bad Omens,Yeah,30
Mercy,Pre-Chorus,Finding God Before God Finds Me (Deluxe),Bad Omens,You can give sight to the blind,31
Mercy,Pre-Chorus,Finding God Before God Finds Me (Deluxe),Bad Omens,But you can't force them to see,32
Mercy,Pre-Chorus,Finding God Before God Finds Me (Deluxe),Bad Omens,You could take us back in time,33
Mercy,Pre-Chorus,Finding God Before God Finds Me (Deluxe),Bad Omens,But it wouldn’t change a thing,34
Mercy,Chorus,Finding God Before God Finds Me (Deluxe),Bad Omens,"If God came down from His kingdom, He came down from His home",35
Mercy,Chorus,Finding God Before God Finds Me (Deluxe),Bad Omens,"And we asked Him if He'd take us back, He would surely tell us no",36
Mercy,Chorus,Finding God Before God Finds Me (Deluxe),Bad Omens,"If God came down from His kingdom, He came down from his throne",37
Mercy,Chorus,Finding God Before God Finds Me (Deluxe),Bad Omens,"And we asked Him if He'd take us back, He would tell us we can't go",38
Mercy,Refrain,Finding God Before God Finds Me (Deluxe),Bad Omens,"Blinded by a fear of feeling, these are the kings we chose",39
Mercy,Refrain,Finding God Before God Finds Me (Deluxe),Bad Omens,"Lost and looking for the meaning, I've been searching high and low",40
Mercy,Refrain,Finding God Before God Finds Me (Deluxe),Bad Omens,"When we fade into nothing, when we go up in the smoke",41
Mercy,Refrain,Finding God Before God Finds Me (Deluxe),Bad Omens,We'll beg God for a mercy that He knows we'd never show,42
Mercy,Outro,Finding God Before God Finds Me (Deluxe),Bad Omens,You can give sight to the blind,43
Mercy,Outro,Finding God Before God Finds Me (Deluxe),Bad Omens,But you can't force them to see,44
Mercy,Outro,Finding God Before God Finds Me (Deluxe),Bad Omens,You could take us back in time,45
Mercy,Outro,Finding God Before God Finds Me (Deluxe),Bad Omens,But it wouldn't change a fucking thing,46
Said & Done,Verse 1,Finding God Before God Finds Me (Deluxe),Bad Omens,"Old friend, don't you see me",1
Said & Done,Verse 1,Finding God Before God Finds Me (Deluxe),Bad Omens,With my soul on my sleeve and my heart left to beat underground?,2
Said & Done,Verse 1,Finding God Before God Finds Me (Deluxe),Bad Omens,Don't you leave me,3
Said & Done,Verse 1,Finding God Before God Finds Me (Deluxe),Bad Omens,With the hope and belief that you're coming for me,4
Said & Done,Chorus,Finding God Before God Finds Me (Deluxe),Bad Omens,Was I not good enough? Worthy of being loved?,5
Said & Done,Chorus,Finding God Before God Finds Me (Deluxe),Bad Omens,Were you ashamed or just afraid?,6
Said & Done,Chorus,Finding God Before God Finds Me (Deluxe),Bad Omens,"Well, when I've given up and all is said and done",7
Said & Done,Chorus,Finding God Before God Finds Me (Deluxe),Bad Omens,Will you just look the other way?,8
Said & Done,Chorus,Finding God Before God Finds Me (Deluxe),Bad Omens,Was I not good enough? Worthy of being loved?,9
Said & Done,Chorus,Finding God Before God Finds Me (Deluxe),Bad Omens,Were you ashamed or just afraid?,10
Said & Done,Chorus,Finding God Before God Finds Me (Deluxe),Bad Omens,"Well, when I've given up and all is said and done",11
Said & Done,Chorus,Finding God Before God Finds Me (Deluxe),Bad Omens,Will you just look the other way?,12
Said & Done,Verse 2,Finding God Before God Finds Me (Deluxe),Bad Omens,"Half-dead, barely breathing",13
Said & Done,Verse 2,Finding God Before God Finds Me (Deluxe),Bad Omens,Fell apart just to keep my head up in one piece 'til I'm found,14
Said & Done,Verse 2,Finding God Before God Finds Me (Deluxe),Bad Omens,"Well, I'm sinking",15
Said & Done,Verse 2,Finding God Before God Finds Me (Deluxe),Bad Omens,To the floor of the sea where you want me to be,16
Said & Done,Chorus,Finding God Before God Finds Me (Deluxe),Bad Omens,Was I not good enough? Worthy of being loved?,17
Said & Done,Chorus,Finding God Before God Finds Me (Deluxe),Bad Omens,Were you ashamed or just afraid?,18
Said & Done,Chorus,Finding God Before God Finds Me (Deluxe),Bad Omens,"Well, when I've given up and all is said and done",19
Said & Done,Chorus,Finding God Before God Finds Me (Deluxe),Bad Omens,Will you just look the other way?,20
Said & Done,Chorus,Finding God Before God Finds Me (Deluxe),Bad Omens,Was I not good enough? Worthy of being loved?,21
Said & Done,Chorus,Finding God Before God Finds Me (Deluxe),Bad Omens,Were you ashamed or just afraid?,22
Said & Done,Chorus,Finding God Before God Finds Me (Deluxe),Bad Omens,"Well, when I've given up and all is said and done",23
Said & Done,Chorus,Finding God Before God Finds Me (Deluxe),Bad Omens,Will you just look the other way?,24
Said & Done,Post-Chorus,Finding God Before God Finds Me (Deluxe),Bad Omens,"I waited, but nobody called",25
Said & Done,Post-Chorus,Finding God Before God Finds Me (Deluxe),Bad Omens,I waited for nothing at all,26
Said & Done,Bridge,Finding God Before God Finds Me (Deluxe),Bad Omens,Was I not good enough? Worthy of being loved?,27
Said & Done,Bridge,Finding God Before God Finds Me (Deluxe),Bad Omens,Were you ashamed or just afraid?,28
Said & Done,Bridge,Finding God Before God Finds Me (Deluxe),Bad Omens,"Well, when I've given up and all is said and done",29
Said & Done,Bridge,Finding God Before God Finds Me (Deluxe),Bad Omens,Will you just look the other way?,30
Said & Done,Chorus,Finding God Before God Finds Me (Deluxe),Bad Omens,Was I not good enough? Worthy of being loved?,31
Said & Done,Chorus,Finding God Before God Finds Me (Deluxe),Bad Omens,Were you ashamed or just afraid?,32
Said & Done,Chorus,Finding God Before God Finds Me (Deluxe),Bad Omens,"Well, when I've given up and all is said and done",33
Said & Done,Chorus,Finding God Before God Finds Me (Deluxe),Bad Omens,Will you just look the other way?,34
Said & Done,Post-Chorus,Finding God Before God Finds Me (Deluxe),Bad Omens,"I waited, but nobody called",35
Said & Done,Post-Chorus,Finding God Before God Finds Me (Deluxe),Bad Omens,I waited for nothing at all,36
Said & Done,Outro,Finding God Before God Finds Me (Deluxe),Bad Omens,I'd rather die young than die alone,37
Said & Done,Outro,Finding God Before God Finds Me (Deluxe),Bad Omens,Overdosing to songs you wrote,38
Said & Done,Outro,Finding God Before God Finds Me (Deluxe),Bad Omens,Poise and potions is all I know,39
Said & Done,Outro,Finding God Before God Finds Me (Deluxe),Bad Omens,When the world's a stage and I'm just a show,40
Burning Out,Verse 1,Finding God Before God Finds Me (Deluxe),Bad Omens,"So tell me, can you keep a secret? I thought I lost myself",1
Burning Out,Verse 1,Finding God Before God Finds Me (Deluxe),Bad Omens,Trying to find a hidden meaning in all the lies you'd tell,2
Burning Out,Verse 1,Finding God Before God Finds Me (Deluxe),Bad Omens,"When you think I've said enough, tell me and I'll bite my tongue",3
Burning Out,Verse 1,Finding God Before God Finds Me (Deluxe),Bad Omens,But don't you think I won't remember,4
Burning Out,Pre-Chorus,Finding God Before God Finds Me (Deluxe),Bad Omens,"Don't take it now, don't take it now, don't take it now",5
Burning Out,Pre-Chorus,Finding God Before God Finds Me (Deluxe),Bad Omens,"I'm burning out, I'm burning out, I'm burning out",6
Burning Out,Chorus,Finding God Before God Finds Me (Deluxe),Bad Omens,"I was lost, but now I'm found",7
Burning Out,Chorus,Finding God Before God Finds Me (Deluxe),Bad Omens,Under the lights and in the sounds,8
Burning Out,Chorus,Finding God Before God Finds Me (Deluxe),Bad Omens,So let us sing and sing it loud,9
Burning Out,Chorus,Finding God Before God Finds Me (Deluxe),Bad Omens,"That we're not perfect, but we're proud of who we are",10
Burning Out,Chorus,Finding God Before God Finds Me (Deluxe),Bad Omens,Who we are,11
Burning Out,Verse 2,Finding God Before God Finds Me (Deluxe),Bad Omens,"I thought I left the pain behind me, but when I turned around",12
Burning Out,Verse 2,Finding God Before God Finds Me (Deluxe),Bad Omens,You pulled me back into the darkness and wouldn't let me out,13
Burning Out,Verse 2,Finding God Before God Finds Me (Deluxe),Bad Omens,Like a diamond in the rough you didn't see for what it was,14
Burning Out,Verse 2,Finding God Before God Finds Me (Deluxe),Bad Omens,And cut a hole right through the center,15
Burning Out,Chorus,Finding God Before God Finds Me (Deluxe),Bad Omens,"I was lost, but now I'm found",16
Burning Out,Chorus,Finding God Before God Finds Me (Deluxe),Bad Omens,Under the lights and in the sounds,17
Burning Out,Chorus,Finding God Before God Finds Me (Deluxe),Bad Omens,So let us sing and sing it loud,18
Burning Out,Chorus,Finding God Before God Finds Me (Deluxe),Bad Omens,"That we're not perfect, but we're proud of who we are",19
Burning Out,Chorus,Finding God Before God Finds Me (Deluxe),Bad Omens,"Yeah, we're not perfect, but we're proud of who we are",20
Burning Out,Bridge,Finding God Before God Finds Me (Deluxe),Bad Omens,If good things must come to an end,21
Burning Out,Bridge,Finding God Before God Finds Me (Deluxe),Bad Omens,We're not going out of frame,22
Burning Out,Bridge,Finding God Before God Finds Me (Deluxe),Bad Omens,Because you can't just run from sadness,23
Burning Out,Bridge,Finding God Before God Finds Me (Deluxe),Bad Omens,When it runs inside your veins,24
Burning Out,Bridge,Finding God Before God Finds Me (Deluxe),Bad Omens,If good things must come to an end,25
Burning Out,Bridge,Finding God Before God Finds Me (Deluxe),Bad Omens,We're not going out the same,26
Burning Out,Bridge,Finding God Before God Finds Me (Deluxe),Bad Omens,Because you can't just run from sadness,27
Burning Out,Bridge,Finding God Before God Finds Me (Deluxe),Bad Omens,When it gets too hard to stay,28
Burning Out,Interlude,Finding God Before God Finds Me (Deluxe),Bad Omens,"When you think I've said enough, tell me and I'll bite my tongue",29
Burning Out,Interlude,Finding God Before God Finds Me (Deluxe),Bad Omens,But don't you think I won't remember,30
Burning Out,Interlude,Finding God Before God Finds Me (Deluxe),Bad Omens,Like a diamond in the rough you didn't see for what it was,31
Burning Out,Interlude,Finding God Before God Finds Me (Deluxe),Bad Omens,And cut a hole right through the center,32
Burning Out,Chorus,Finding God Before God Finds Me (Deluxe),Bad Omens,"I was lost, but now I'm found",33
Burning Out,Chorus,Finding God Before God Finds Me (Deluxe),Bad Omens,Under the lights and in the sounds,34
Burning Out,Chorus,Finding God Before God Finds Me (Deluxe),Bad Omens,So let us sing and sing it loud,35
Burning Out,Chorus,Finding God Before God Finds Me (Deluxe),Bad Omens,"That we're not perfect, but we're proud of who we are",36
Burning Out,Chorus,Finding God Before God Finds Me (Deluxe),Bad Omens,Who we are,37
Burning Out,Chorus,Finding God Before God Finds Me (Deluxe),Bad Omens,"I was lost, but now I'm found",38
Burning Out,Chorus,Finding God Before God Finds Me (Deluxe),Bad Omens,Under the lights and in the sounds,39
Burning Out,Chorus,Finding God Before God Finds Me (Deluxe),Bad Omens,So let us sing and sing it loud,40
Burning Out,Chorus,Finding God Before God Finds Me (Deluxe),Bad Omens,"That we're not perfect, but we're proud of who we are",41
Burning Out,Outro,Finding God Before God Finds Me (Deluxe),Bad Omens,"When you think I've said enough, tell me and I'll bite my tongue",42
Burning Out,Outro,Finding God Before God Finds Me (Deluxe),Bad Omens,But don't you think I won't remember,43
Burning Out,Outro,Finding God Before God Finds Me (Deluxe),Bad Omens,Like a diamond in the rough you didn't see for what it was,44
Burning Out,Outro,Finding God Before God Finds Me (Deluxe),Bad Omens,And cut a hole right through the center,45
Come Undone,Verse 1,Finding God Before God Finds Me (Deluxe),Bad Omens,Mine immaculate dream made breath and skin,1
Come Undone,Verse 1,Finding God Before God Finds Me (Deluxe),Bad Omens,I've been waiting for you,2
Come Undone,Verse 1,Finding God Before God Finds Me (Deluxe),Bad Omens,"Signed with a home tattoo, happy birthday to you",3
Come Undone,Verse 1,Finding God Before God Finds Me (Deluxe),Bad Omens,Was created for you,4
Come Undone,Verse 1,Finding God Before God Finds Me (Deluxe),Bad Omens,Can't ever keep from falling apart at the seams,5
Come Undone,Verse 1,Finding God Before God Finds Me (Deluxe),Bad Omens,Can I believe you're taking my heart to pieces?,6
Come Undone,Verse 1,Finding God Before God Finds Me (Deluxe),Bad Omens,"Oh, it'll take a little time, might take a little crime",7
Come Undone,Verse 1,Finding God Before God Finds Me (Deluxe),Bad Omens,To come undone now,8
Come Undone,Pre-Chorus,Finding God Before God Finds Me (Deluxe),Bad Omens,We'll try to stay blind,9
Come Undone,Pre-Chorus,Finding God Before God Finds Me (Deluxe),Bad Omens,To the hope and fear outside,10
Come Undone,Pre-Chorus,Finding God Before God Finds Me (Deluxe),Bad Omens,"Hey, child, stay wilder than the wind",11
Come Undone,Pre-Chorus,Finding God Before God Finds Me (Deluxe),Bad Omens,And blow me in to cry,12
Come Undone,Chorus,Finding God Before God Finds Me (Deluxe),Bad Omens,Who do you need? Who do you love,13
Come Undone,Chorus,Finding God Before God Finds Me (Deluxe),Bad Omens,When you come undone?,14
Come Undone,Chorus,Finding God Before God Finds Me (Deluxe),Bad Omens,Who do you need? Who do you love,15
Come Undone,Chorus,Finding God Before God Finds Me (Deluxe),Bad Omens,When you come undone?,16
Come Undone,Verse 2,Finding God Before God Finds Me (Deluxe),Bad Omens,Words playing me déjà vu,17
Come Undone,Verse 2,Finding God Before God Finds Me (Deluxe),Bad Omens,Like a radio tune I swear I've heard before,18
Come Undone,Verse 2,Finding God Before God Finds Me (Deluxe),Bad Omens,"Chill, is it something real?",19
Come Undone,Verse 2,Finding God Before God Finds Me (Deluxe),Bad Omens,Or the magic I'm feeding off your fingers?,20
Come Undone,Verse 2,Finding God Before God Finds Me (Deluxe),Bad Omens,Can't ever keep from falling apart at the seams,21
Come Undone,Verse 2,Finding God Before God Finds Me (Deluxe),Bad Omens,Can I believe you're taking my heart to pieces?,22
Come Undone,Verse 2,Finding God Before God Finds Me (Deluxe),Bad Omens,Lost in a snow-filled sky,23
Come Undone,Verse 2,Finding God Before God Finds Me (Deluxe),Bad Omens,We'll make it alright to come undone now,24
Come Undone,Pre-Chorus,Finding God Before God Finds Me (Deluxe),Bad Omens,We'll try to stay blind,25
Come Undone,Pre-Chorus,Finding God Before God Finds Me (Deluxe),Bad Omens,To the hope and fear outside,26
Come Undone,Pre-Chorus,Finding God Before God Finds Me (Deluxe),Bad Omens,"Hey, child, stay wilder than the wind",27
