track_name,element,album_name,lyric,line,artist
What do you want from me?,Refrain,THE DEATH OF PEACE OF MIND,So what do you want from me?,11,Bad Omens
What do you want from me?,Refrain,THE DEATH OF PEACE OF MIND,So what do you want?,12,Bad Omens
What do you want from me?,Refrain,THE DEATH OF PEACE OF MIND,So what do you want from me?,13,Bad Omens
What do you want from me?,Refrain,THE DEATH OF PEACE OF MIND,So what do you want?,14,Bad Omens
What do you want from me?,Refrain,THE DEATH OF PEACE OF MIND,So what do you want from me?,15,Bad Omens
What do you want from me?,Refrain,THE DEATH OF PEACE OF MIND,So what do you want?,16,Bad Omens
What do you want from me?,Refrain,THE DEATH OF PEACE OF MIND,So what do you want from me?,17,Bad Omens
What do you want from me?,Refrain,THE DEATH OF PEACE OF MIND,So what do you want?,18,Bad Omens
What do you want from me?,Refrain,THE DEATH OF PEACE OF MIND,So what do you want from me?,19,Bad Omens
What do you want from me?,Refrain,THE DEATH OF PEACE OF MIND,So what do you want?,20,Bad Omens
What do you want from me?,Outro,THE DEATH OF PEACE OF MIND,So what do you want?,21,Bad Omens
ARTIFICIAL SUICIDE,Intro,THE DEATH OF PEACE OF MIND,"Don't look back, don't look back",1,Bad Omens
ARTIFICIAL SUICIDE,Intro,THE DEATH OF PEACE OF MIND,"Don't look back, don't look back",2,Bad Omens
ARTIFICIAL SUICIDE,Verse 1,THE DEATH OF PEACE OF MIND,Soaked in the neon glows,3,Bad Omens
ARTIFICIAL SUICIDE,Verse 1,THE DEATH OF PEACE OF MIND,Silver-forked tongues talking to you in the digital snow,4,Bad Omens
ARTIFICIAL SUICIDE,Verse 1,THE DEATH OF PEACE OF MIND,"A glitch in the chain, a loop in the brain you wanted to break",5,Bad Omens
ARTIFICIAL SUICIDE,Verse 1,THE DEATH OF PEACE OF MIND,But you still wanna play the game,6,Bad Omens
ARTIFICIAL SUICIDE,Chorus,THE DEATH OF PEACE OF MIND,"Well, we're not gonna be a commodity",7,Bad Omens
ARTIFICIAL SUICIDE,Chorus,THE DEATH OF PEACE OF MIND,Not another maggot in the feed that you're gonna eat,8,Bad Omens
ARTIFICIAL SUICIDE,Chorus,THE DEATH OF PEACE OF MIND,"Motherfucker, you can try",9,Bad Omens
ARTIFICIAL SUICIDE,Chorus,THE DEATH OF PEACE OF MIND,Artificial suicide,10,Bad Omens
ARTIFICIAL SUICIDE,Post-Chorus,THE DEATH OF PEACE OF MIND,"Don't look back, don't look back",11,Bad Omens
ARTIFICIAL SUICIDE,Post-Chorus,THE DEATH OF PEACE OF MIND,"Don't look back, don't look back",12,Bad Omens
ARTIFICIAL SUICIDE,Verse 2,THE DEATH OF PEACE OF MIND,"Eye for an eye, a tooth for a tooth",13,Bad Omens
ARTIFICIAL SUICIDE,Verse 2,THE DEATH OF PEACE OF MIND,Lightin' molotovs for the broken youth (Youth),14,Bad Omens
ARTIFICIAL SUICIDE,Verse 2,THE DEATH OF PEACE OF MIND,"Can you hear me through the white noise, friend?",15,Bad Omens
ARTIFICIAL SUICIDE,Verse 2,THE DEATH OF PEACE OF MIND,A cheers to the life you don't get to choose,16,Bad Omens
ARTIFICIAL SUICIDE,Verse 2,THE DEATH OF PEACE OF MIND,Another Antichrist on the evening news,17,Bad Omens
ARTIFICIAL SUICIDE,Verse 2,THE DEATH OF PEACE OF MIND,Can you hear me through the white noise?,18,Bad Omens
ARTIFICIAL SUICIDE,Verse 2,THE DEATH OF PEACE OF MIND,Can you hear me through the white noi—,19,Bad Omens
ARTIFICIAL SUICIDE,Chorus,THE DEATH OF PEACE OF MIND,We're not gonna be a commodity,20,Bad Omens
ARTIFICIAL SUICIDE,Chorus,THE DEATH OF PEACE OF MIND,Not another maggot in the feed that you're gonna eat,21,Bad Omens
ARTIFICIAL SUICIDE,Chorus,THE DEATH OF PEACE OF MIND,"Motherfucker, you can try",22,Bad Omens
ARTIFICIAL SUICIDE,Chorus,THE DEATH OF PEACE OF MIND,Artificial suicide,23,Bad Omens
ARTIFICIAL SUICIDE,Chorus,THE DEATH OF PEACE OF MIND,We're not gonna be a commodity,24,Bad Omens
ARTIFICIAL SUICIDE,Chorus,THE DEATH OF PEACE OF MIND,Not another maggot in the feed that you're gonna eat,25,Bad Omens
ARTIFICIAL SUICIDE,Chorus,THE DEATH OF PEACE OF MIND,"Motherfucker, you can try",26,Bad Omens
ARTIFICIAL SUICIDE,Chorus,THE DEATH OF PEACE OF MIND,Artificial suicide,27,Bad Omens
ARTIFICIAL SUICIDE,Verse 3,THE DEATH OF PEACE OF MIND,You hate the shape when you have to see,28,Bad Omens
ARTIFICIAL SUICIDE,Verse 3,THE DEATH OF PEACE OF MIND,An unfamiliar face on an all-black screen,29,Bad Omens
ARTIFICIAL SUICIDE,Verse 3,THE DEATH OF PEACE OF MIND,"Can you hear me through the white noise, friend?",30,Bad Omens
ARTIFICIAL SUICIDE,Verse 3,THE DEATH OF PEACE OF MIND,Repeat the phrase they force you to read,31,Bad Omens
ARTIFICIAL SUICIDE,Verse 3,THE DEATH OF PEACE OF MIND,"""If I wanna be great, I don't wanna be me""",32,Bad Omens
ARTIFICIAL SUICIDE,Verse 3,THE DEATH OF PEACE OF MIND,Can you hear me through the white noise?,33,Bad Omens
ARTIFICIAL SUICIDE,Verse 3,THE DEATH OF PEACE OF MIND,Can you hear me through the white noise?,34,Bad Omens
ARTIFICIAL SUICIDE,Breakdown,THE DEATH OF PEACE OF MIND,Can you hear me?,35,Bad Omens
ARTIFICIAL SUICIDE,Breakdown,THE DEATH OF PEACE OF MIND,Can you hear me through the white noise?,36,Bad Omens
ARTIFICIAL SUICIDE,Chorus,THE DEATH OF PEACE OF MIND,We're not gonna be a commodity,37,Bad Omens
ARTIFICIAL SUICIDE,Chorus,THE DEATH OF PEACE OF MIND,Not another maggot in the feed that you're gonna eat,38,Bad Omens
ARTIFICIAL SUICIDE,Chorus,THE DEATH OF PEACE OF MIND,"Motherfucker, you can try",39,Bad Omens
ARTIFICIAL SUICIDE,Chorus,THE DEATH OF PEACE OF MIND,Artificial suicide,40,Bad Omens
ARTIFICIAL SUICIDE,Chorus,THE DEATH OF PEACE OF MIND,We're not gonna be a commodity,41,Bad Omens
ARTIFICIAL SUICIDE,Chorus,THE DEATH OF PEACE OF MIND,Not another maggot in the feed that you're gonna eat,42,Bad Omens
ARTIFICIAL SUICIDE,Chorus,THE DEATH OF PEACE OF MIND,"Motherfucker, you can try",43,Bad Omens
ARTIFICIAL SUICIDE,Chorus,THE DEATH OF PEACE OF MIND,Artificial suicide,44,Bad Omens
ARTIFICIAL SUICIDE,Outro,THE DEATH OF PEACE OF MIND,"Don't look back, don't look back",45,Bad Omens
ARTIFICIAL SUICIDE,Outro,THE DEATH OF PEACE OF MIND,Can you hear me through the white noi—,46,Bad Omens
Miracle,Intro,THE DEATH OF PEACE OF MIND,"Lay on me, lay on me",1,Bad Omens
Miracle,Intro,THE DEATH OF PEACE OF MIND,"Lay on me, lay on me",2,Bad Omens
Miracle,Verse 1,THE DEATH OF PEACE OF MIND,One look at your eyes and I cave in,3,Bad Omens
Miracle,Verse 1,THE DEATH OF PEACE OF MIND,"One taste of the life, now I crave it",4,Bad Omens
Miracle,Verse 1,THE DEATH OF PEACE OF MIND,It's not too late to die for a reason,5,Bad Omens
Miracle,Verse 1,THE DEATH OF PEACE OF MIND,Fall down on the sword you were swingin’,6,Bad Omens
Miracle,Pre-Chorus,THE DEATH OF PEACE OF MIND,I wanted to dress a blade up in red with both of our necks,7,Bad Omens
Miracle,Pre-Chorus,THE DEATH OF PEACE OF MIND,"But I wasn't able and I wasn't stable, I guess",8,Bad Omens
Miracle,Pre-Chorus,THE DEATH OF PEACE OF MIND,"But nevertheless, I’m fuckin' depressed, I hide it with sex and drink 'til it's fatal",9,Bad Omens
Miracle,Pre-Chorus,THE DEATH OF PEACE OF MIND,"It's so fucking painful, it's a mess",10,Bad Omens
Miracle,Chorus,THE DEATH OF PEACE OF MIND,So give me somethin' beautiful,11,Bad Omens
Miracle,Chorus,THE DEATH OF PEACE OF MIND,So give mе somethin' else,12,Bad Omens
Miracle,Chorus,THE DEATH OF PEACE OF MIND,I need anothеr miracle,13,Bad Omens
Miracle,Chorus,THE DEATH OF PEACE OF MIND,I really need some help,14,Bad Omens
Miracle,Chorus,THE DEATH OF PEACE OF MIND,I need a miracle,15,Bad Omens
Miracle,Verse 2,THE DEATH OF PEACE OF MIND,Who’s left when we’re all for the takin'?,16,Bad Omens
Miracle,Verse 2,THE DEATH OF PEACE OF MIND,No lives left to bet on obeyin’,17,Bad Omens
Miracle,Verse 2,THE DEATH OF PEACE OF MIND,What are we callin' it and what does it cost?,18,Bad Omens
Miracle,Verse 2,THE DEATH OF PEACE OF MIND,What are we callin' it and what does it cost?,19,Bad Omens
Miracle,Verse 2,THE DEATH OF PEACE OF MIND,In over my head when you found me,20,Bad Omens
Miracle,Verse 2,THE DEATH OF PEACE OF MIND,"I love you to death, but I'm drowning",21,Bad Omens
Miracle,Verse 2,THE DEATH OF PEACE OF MIND,What are we callin’ it and what does it cost?,22,Bad Omens
Miracle,Verse 2,THE DEATH OF PEACE OF MIND,What are we callin' it and what does it cost?,23,Bad Omens
Miracle,Chorus,THE DEATH OF PEACE OF MIND,So give me somethin' beautiful,24,Bad Omens
Miracle,Chorus,THE DEATH OF PEACE OF MIND,So give me somethin' else,25,Bad Omens
Miracle,Chorus,THE DEATH OF PEACE OF MIND,I need another miracle,26,Bad Omens
Miracle,Chorus,THE DEATH OF PEACE OF MIND,I need some fuckin' help (I need a miracle),27,Bad Omens
Miracle,Breakdown,THE DEATH OF PEACE OF MIND,You're just the company you keep,28,Bad Omens
Miracle,Breakdown,THE DEATH OF PEACE OF MIND,And trouble tends to follow me,29,Bad Omens
Miracle,Breakdown,THE DEATH OF PEACE OF MIND,"I didn't care, now I'm fucking scared",30,Bad Omens
Miracle,Breakdown,THE DEATH OF PEACE OF MIND,And if you're not (You're gonna be),31,Bad Omens
Miracle,Pre-Chorus,THE DEATH OF PEACE OF MIND,So give me somethin' beautiful,32,Bad Omens
Miracle,Pre-Chorus,THE DEATH OF PEACE OF MIND,So give me somethin' else,33,Bad Omens
Miracle,Pre-Chorus,THE DEATH OF PEACE OF MIND,I need a fucking miracle,34,Bad Omens
Miracle,Pre-Chorus,THE DEATH OF PEACE OF MIND,I need some fucking help,35,Bad Omens
Miracle,Chorus,THE DEATH OF PEACE OF MIND,So give me somethin' beautiful,36,Bad Omens
Miracle,Chorus,THE DEATH OF PEACE OF MIND,So give me somethin' else,37,Bad Omens
Miracle,Chorus,THE DEATH OF PEACE OF MIND,I need another miracle,38,Bad Omens
Miracle,Chorus,THE DEATH OF PEACE OF MIND,I need some fuckin' help (I need a miracle),39,Bad Omens
Miracle,Outro,THE DEATH OF PEACE OF MIND,I wanted to dress a blade up in red with both of our necks,40,Bad Omens
Miracle,Outro,THE DEATH OF PEACE OF MIND,"But I wasn't able and I wasn't stable, I guess",41,Bad Omens
Miracle,Outro,THE DEATH OF PEACE OF MIND,"But nevertheless, I'm fuckin' depressed, I hide it with sex and drink 'til it's fatal",42,Bad Omens
Miracle,Outro,THE DEATH OF PEACE OF MIND,"It's so fucking painful, it's a mess",43,Bad Omens
Miracle,Outro,THE DEATH OF PEACE OF MIND,I need a miracle,44,Bad Omens
Careful What You Wish For,Verse 1,Finding God Before God Finds Me (Deluxe),Only in madness do you find beautiful death,1,Bad Omens
Careful What You Wish For,Verse 1,Finding God Before God Finds Me (Deluxe),And only in sadness do you feel happy instead,2,Bad Omens
Careful What You Wish For,Pre-Chorus,Finding God Before God Finds Me (Deluxe),Be careful what you wish for 'cause you don't know,3,Bad Omens
Careful What You Wish For,Pre-Chorus,Finding God Before God Finds Me (Deluxe),The guilt I carried this far all on my own,4,Bad Omens
Careful What You Wish For,Pre-Chorus,Finding God Before God Finds Me (Deluxe),It's nothing you wanna feel (So let it go),5,Bad Omens
Careful What You Wish For,Chorus,Finding God Before God Finds Me (Deluxe),"Don't wait for the dust to settle, don't wait 'til it's not enough",6,Bad Omens
Careful What You Wish For,Chorus,Finding God Before God Finds Me (Deluxe),Don't wait for the world to let go of the both of us,7,Bad Omens
Careful What You Wish For,Chorus,Finding God Before God Finds Me (Deluxe),"Don't wait for the dust to settle, don't wait 'til you've had enough",8,Bad Omens
Careful What You Wish For,Chorus,Finding God Before God Finds Me (Deluxe),Don't wait for the world to let go or to give you up,9,Bad Omens
Careful What You Wish For,Verse 2,Finding God Before God Finds Me (Deluxe),The silence is one thing that I'll remember you said,10,Bad Omens
Careful What You Wish For,Verse 2,Finding God Before God Finds Me (Deluxe),"Well, it's better than nothing when nothing's all that you left",11,Bad Omens
Careful What You Wish For,Pre-Chorus,Finding God Before God Finds Me (Deluxe),Be careful what you wish for 'cause you don't know,12,Bad Omens
Careful What You Wish For,Pre-Chorus,Finding God Before God Finds Me (Deluxe),The guilt I carried this far wasn't my own,13,Bad Omens
Careful What You Wish For,Pre-Chorus,Finding God Before God Finds Me (Deluxe),"It's nothing you wanna feel, so let it go",14,Bad Omens
Careful What You Wish For,Chorus,Finding God Before God Finds Me (Deluxe),"Don't wait for the dust to settle, don't wait 'til it's not enough",15,Bad Omens
Careful What You Wish For,Chorus,Finding God Before God Finds Me (Deluxe),Don't wait for the world to let go of the both of us,16,Bad Omens
Careful What You Wish For,Chorus,Finding God Before God Finds Me (Deluxe),"Don't wait for the dust to settle, don't wait 'til you've had enough",17,Bad Omens
Careful What You Wish For,Chorus,Finding God Before God Finds Me (Deluxe),Don't wait for the world to let go or to give you up,18,Bad Omens
Careful What You Wish For,Bridge,Finding God Before God Finds Me (Deluxe),"If you need a place to hang your head, a shoulder's better than a knot",19,Bad Omens
Careful What You Wish For,Bridge,Finding God Before God Finds Me (Deluxe),You'd be a better memory alive rather than not,20,Bad Omens
Careful What You Wish For,Bridge,Finding God Before God Finds Me (Deluxe),"If you need a place to hang your head, a shoulder's better than a knot",21,Bad Omens
Careful What You Wish For,Bridge,Finding God Before God Finds Me (Deluxe),You'd be a better memory if no one else forgot,22,Bad Omens
Careful What You Wish For,Bridge,Finding God Before God Finds Me (Deluxe),So let it go,23,Bad Omens
Careful What You Wish For,Chorus,Finding God Before God Finds Me (Deluxe),"Don't wait for the dust to settle, don't wait 'til it's not enough",24,Bad Omens
Careful What You Wish For,Chorus,Finding God Before God Finds Me (Deluxe),Don't wait for the world to let go of the both of us,25,Bad Omens
Careful What You Wish For,Chorus,Finding God Before God Finds Me (Deluxe),"Don't wait for the dust to settle, don't wait 'til you've had enough",26,Bad Omens
Careful What You Wish For,Chorus,Finding God Before God Finds Me (Deluxe),Don't wait for the world to let go or to give you up,27,Bad Omens
Careful What You Wish For,Outro,Finding God Before God Finds Me (Deluxe),"(If you need a place to hang your head, a shoulder's better than a knot)",28,Bad Omens
Careful What You Wish For,Outro,Finding God Before God Finds Me (Deluxe),I'm not giving up,29,Bad Omens
Careful What You Wish For,Outro,Finding God Before God Finds Me (Deluxe),(You'd be a better memory alive rather than not),30,Bad Omens
Careful What You Wish For,Outro,Finding God Before God Finds Me (Deluxe),So don't you give up,31,Bad Omens
Careful What You Wish For,Outro,Finding God Before God Finds Me (Deluxe),"(If you need a place to hang your head, a shoulder's better than a knot)",32,Bad Omens
Careful What You Wish For,Outro,Finding God Before God Finds Me (Deluxe),I'm not giving up,33,Bad Omens
Careful What You Wish For,Outro,Finding God Before God Finds Me (Deluxe),(You'd be a better memory if no one else forgot),34,Bad Omens
Careful What You Wish For,Outro,Finding God Before God Finds Me (Deluxe),So don't you give up,35,Bad Omens
The Hell I Overcame,Verse 1,Finding God Before God Finds Me (Deluxe),"If you were cast out, what's your next move gonna be?",1,Bad Omens
The Hell I Overcame,Verse 1,Finding God Before God Finds Me (Deluxe),Will you return cold or will you turn up the heat?,2,Bad Omens
The Hell I Overcame,Verse 1,Finding God Before God Finds Me (Deluxe),"God, please forgive those who doubt me",3,Bad Omens
The Hell I Overcame,Pre-Chorus,Finding God Before God Finds Me (Deluxe),Did you really think the pain,4,Bad Omens
The Hell I Overcame,Pre-Chorus,Finding God Before God Finds Me (Deluxe),Would send me to an early grave?,5,Bad Omens
The Hell I Overcame,Pre-Chorus,Finding God Before God Finds Me (Deluxe),Did you think I couldn't break these chains,6,Bad Omens
The Hell I Overcame,Pre-Chorus,Finding God Before God Finds Me (Deluxe),After all the hell I overcame?,7,Bad Omens
The Hell I Overcame,Chorus,Finding God Before God Finds Me (Deluxe),"God, please forgive those who doubt me, forgot about me",8,Bad Omens
The Hell I Overcame,Chorus,Finding God Before God Finds Me (Deluxe),Then throw them down into the flames,9,Bad Omens
The Hell I Overcame,Verse 2,Finding God Before God Finds Me (Deluxe),"Well, I am back now and stronger than you think",10,Bad Omens
The Hell I Overcame,Verse 2,Finding God Before God Finds Me (Deluxe),"'Cause when it's dark, the light gets easier to see",11,Bad Omens
The Hell I Overcame,Verse 2,Finding God Before God Finds Me (Deluxe),They say I sold out and bid my dignity,12,Bad Omens
The Hell I Overcame,Verse 2,Finding God Before God Finds Me (Deluxe),But the truth is the Devil sold his soul to me,13,Bad Omens
The Hell I Overcame,Bridge,Finding God Before God Finds Me (Deluxe),"To me, to me",14,Bad Omens
The Hell I Overcame,Bridge,Finding God Before God Finds Me (Deluxe),The Devil sold his soul to me,15,Bad Omens
The Hell I Overcame,Bridge,Finding God Before God Finds Me (Deluxe),"To me, to me",16,Bad Omens
The Hell I Overcame,Bridge,Finding God Before God Finds Me (Deluxe),The Devil sold his soul to me,17,Bad Omens
The Hell I Overcame,Chorus,Finding God Before God Finds Me (Deluxe),"God, please forgive those who doubt me, forgot about me",18,Bad Omens
The Hell I Overcame,Chorus,Finding God Before God Finds Me (Deluxe),Then throw them down into the flames,19,Bad Omens
The Hell I Overcame,Chorus,Finding God Before God Finds Me (Deluxe),"God, please forgive those who doubt me, forgot about me",20,Bad Omens
The Hell I Overcame,Chorus,Finding God Before God Finds Me (Deluxe),Make sure they never forget my name,21,Bad Omens
The Hell I Overcame,Breakdown,Finding God Before God Finds Me (Deluxe),The greatest trick that the Devil did,22,Bad Omens
The Hell I Overcame,Breakdown,Finding God Before God Finds Me (Deluxe),Was convince the world he doesn't exist,23,Bad Omens
The Hell I Overcame,Breakdown,Finding God Before God Finds Me (Deluxe),The greatest trick that the Devil did,24,Bad Omens
The Hell I Overcame,Breakdown,Finding God Before God Finds Me (Deluxe),Was convince the world he doesn't exist,25,Bad Omens
The Hell I Overcame,Refrain,Finding God Before God Finds Me (Deluxe),"God, please forgive those who doubt me, forgot about me",26,Bad Omens
The Hell I Overcame,Refrain,Finding God Before God Finds Me (Deluxe),After all the hell I overcame,27,Bad Omens
The Hell I Overcame,Chorus,Finding God Before God Finds Me (Deluxe),"God, please forgive those who doubt me, forgot about me",28,Bad Omens
The Hell I Overcame,Chorus,Finding God Before God Finds Me (Deluxe),Then throw them down into the flames,29,Bad Omens
The Hell I Overcame,Chorus,Finding God Before God Finds Me (Deluxe),"God, please forgive those who doubt me, forgot about me",30,Bad Omens
The Hell I Overcame,Chorus,Finding God Before God Finds Me (Deluxe),Make them remember again,31,Bad Omens
The Hell I Overcame,Post-Chorus,Finding God Before God Finds Me (Deluxe),Did you really think the pain,32,Bad Omens
The Hell I Overcame,Post-Chorus,Finding God Before God Finds Me (Deluxe),Would send me to an early grave?,33,Bad Omens
The Hell I Overcame,Post-Chorus,Finding God Before God Finds Me (Deluxe),Did you think I couldn't break these chains,34,Bad Omens
The Hell I Overcame,Post-Chorus,Finding God Before God Finds Me (Deluxe),After all the hell I overcame?,35,Bad Omens
The Hell I Overcame,Outro,Finding God Before God Finds Me (Deluxe),The greatest trick that the Devil did,36,Bad Omens
The Hell I Overcame,Outro,Finding God Before God Finds Me (Deluxe),Was convince the world he doesn't exist,37,Bad Omens
Dethrone,Intro,Finding God Before God Finds Me (Deluxe),Yeah,1,Bad Omens
Dethrone,Verse 1,Finding God Before God Finds Me (Deluxe),Let me take you back to when I was killed and born again,2,Bad Omens
Dethrone,Verse 1,Finding God Before God Finds Me (Deluxe),Woke up in the light convinced my life had made it to its end,3,Bad Omens
Dethrone,Verse 1,Finding God Before God Finds Me (Deluxe),Burning up beneath the sun while my father drained of blood,4,Bad Omens
Dethrone,Verse 1,Finding God Before God Finds Me (Deluxe),"If he's there, I've got a message for the man that's up above",5,Bad Omens
Dethrone,Verse 1,Finding God Before God Finds Me (Deluxe),Fuck you,6,Bad Omens
Dethrone,Pre-Chorus,Finding God Before God Finds Me (Deluxe),"If he's home, I've got a message from below",7,Bad Omens
Dethrone,Pre-Chorus,Finding God Before God Finds Me (Deluxe),Getting out is not enough if nobody else can come,8,Bad Omens
Dethrone,Pre-Chorus,Finding God Before God Finds Me (Deluxe),"If he's home, I've got a message for the man above",9,Bad Omens
Dethrone,Chorus,Finding God Before God Finds Me (Deluxe),"Here am I, take me to the pearly gates",10,Bad Omens
Dethrone,Chorus,Finding God Before God Finds Me (Deluxe),So I can look you in the eye when I spit in your face,11,Bad Omens
Dethrone,Chorus,Finding God Before God Finds Me (Deluxe),"Here am I, take me to the pearly gates",12,Bad Omens
Dethrone,Chorus,Finding God Before God Finds Me (Deluxe),Don't let 'em hit you on the way out when I take your place,13,Bad Omens
Dethrone,Verse 2,Finding God Before God Finds Me (Deluxe),Did you think you could dig deep enough to bury me?,14,Bad Omens
Dethrone,Verse 2,Finding God Before God Finds Me (Deluxe),It's over when I say and you're not getting rid of me,15,Bad Omens
Dethrone,Verse 2,Finding God Before God Finds Me (Deluxe),So walk into my fire or step into my light,16,Bad Omens
Dethrone,Verse 2,Finding God Before God Finds Me (Deluxe),"Either way, it's gonna burn if you don't make this right, oh",17,Bad Omens
Dethrone,Verse 2,Finding God Before God Finds Me (Deluxe),Shit,18,Bad Omens
Dethrone,Pre-Chorus,Finding God Before God Finds Me (Deluxe),"If he's home, I've got a message from below",19,Bad Omens
Dethrone,Chorus,Finding God Before God Finds Me (Deluxe),"Here am I, take me to the pearly gates",20,Bad Omens
Dethrone,Chorus,Finding God Before God Finds Me (Deluxe),So I can look you in the eye when I spit in your face,21,Bad Omens
Dethrone,Chorus,Finding God Before God Finds Me (Deluxe),"Here am I, take me to the pearly gates",22,Bad Omens
Dethrone,Chorus,Finding God Before God Finds Me (Deluxe),Don't let 'em hit you on the way out when I take your place,23,Bad Omens
Dethrone,Breakdown,Finding God Before God Finds Me (Deluxe),Dead meat,24,Bad Omens
Dethrone,Pre-Chorus,Finding God Before God Finds Me (Deluxe),Getting out is not enough if nobody else can come,25,Bad Omens
Dethrone,Pre-Chorus,Finding God Before God Finds Me (Deluxe),"If he's home, I've got a message for the man above",26,Bad Omens
Dethrone,Chorus,Finding God Before God Finds Me (Deluxe),"Here am I, take me to the pearly gates",27,Bad Omens
Dethrone,Chorus,Finding God Before God Finds Me (Deluxe),So I can look you in the eye when I spit in your face,28,Bad Omens
Dethrone,Chorus,Finding God Before God Finds Me (Deluxe),"Here am I, take me to the pearly gates",29,Bad Omens
Dethrone,Chorus,Finding God Before God Finds Me (Deluxe),Don't let 'em hit you on the way out when I take your place,30,Bad Omens
Dethrone,Chorus,Finding God Before God Finds Me (Deluxe),"Here am I, take me to the pearly gates",31,Bad Omens
Dethrone,Chorus,Finding God Before God Finds Me (Deluxe),So I can look you in the eye when I spit in your face,32,Bad Omens
Dethrone,Chorus,Finding God Before God Finds Me (Deluxe),"Here am I, take me to the pearly gates",33,Bad Omens
Dethrone,Chorus,Finding God Before God Finds Me (Deluxe),Don't let 'em hit you on the way out when I take your place,34,Bad Omens
Dethrone,Outro,Finding God Before God Finds Me (Deluxe),Shit,35,Bad Omens
Blood,Verse 1,Finding God Before God Finds Me (Deluxe),There's no rest for the wicked,1,Bad Omens
Blood,Verse 1,Finding God Before God Finds Me (Deluxe),There's not a home underneath the mud,2,Bad Omens
Blood,Verse 1,Finding God Before God Finds Me (Deluxe),"And we're all dead, so what's the difference",3,Bad Omens
Blood,Verse 1,Finding God Before God Finds Me (Deluxe),Between a god and a loaded gun?,4,Bad Omens
Blood,Pre-Chorus,Finding God Before God Finds Me (Deluxe),"I am the sun, rain, the ocean",5,Bad Omens
Blood,Pre-Chorus,Finding God Before God Finds Me (Deluxe),"I am the flood, flames, the chosen",6,Bad Omens
Blood,Chorus,Finding God Before God Finds Me (Deluxe),"It's in our blood, it's on our breath",7,Bad Omens
Blood,Chorus,Finding God Before God Finds Me (Deluxe),It's in the taste between life and death,8,Bad Omens
Blood,Chorus,Finding God Before God Finds Me (Deluxe),It's in our blood,9,Bad Omens
Blood,Verse 2,Finding God Before God Finds Me (Deluxe),I hung myself up on a cross to bleed,10,Bad Omens
Blood,Verse 2,Finding God Before God Finds Me (Deluxe),"Nobody cared, nobody listened to me",11,Bad Omens
Blood,Verse 2,Finding God Before God Finds Me (Deluxe),So I'm not carrying the weight of a conscience,12,Bad Omens
Blood,Verse 2,Finding God Before God Finds Me (Deluxe),"Bring the floods, bring the flames, bring the violence",13,Bad Omens
Blood,Chorus,Finding God Before God Finds Me (Deluxe),"It's in our blood, it's on our breath",14,Bad Omens
Blood,Chorus,Finding God Before God Finds Me (Deluxe),It's in the taste between life and death,15,Bad Omens
Blood,Chorus,Finding God Before God Finds Me (Deluxe),"It's in our hearts, it's in our heads",16,Bad Omens
Blood,Chorus,Finding God Before God Finds Me (Deluxe),It's for the lives we never got to live,17,Bad Omens
Blood,Chorus,Finding God Before God Finds Me (Deluxe),It's in our blood,18,Bad Omens
Blood,Post-Chorus,Finding God Before God Finds Me (Deluxe),There's no rest for the wicked,19,Bad Omens
Blood,Post-Chorus,Finding God Before God Finds Me (Deluxe),There's not a home underneath the mud,20,Bad Omens
Blood,Post-Chorus,Finding God Before God Finds Me (Deluxe),"And we're all dead, so what's the difference",21,Bad Omens
Blood,Post-Chorus,Finding God Before God Finds Me (Deluxe),Between a god and a fucking gun?,22,Bad Omens
Blood,Post-Chorus,Finding God Before God Finds Me (Deluxe),Blood,23,Bad Omens
Blood,Bridge,Finding God Before God Finds Me (Deluxe),"Sun, rain, ocean",24,Bad Omens
Blood,Bridge,Finding God Before God Finds Me (Deluxe),"Flood, flames, chosen",25,Bad Omens
Blood,Chorus,Finding God Before God Finds Me (Deluxe),"It's in our blood, it's on our breath",26,Bad Omens
Blood,Chorus,Finding God Before God Finds Me (Deluxe),It's in the taste between life and death,27,Bad Omens
Blood,Chorus,Finding God Before God Finds Me (Deluxe),"It's in our hearts, it's in our heads",28,Bad Omens
Blood,Chorus,Finding God Before God Finds Me (Deluxe),It's for the lives we never got to live,29,Bad Omens
Blood,Post-Chorus,Finding God Before God Finds Me (Deluxe),There's no rest for the wicked,30,Bad Omens
Blood,Post-Chorus,Finding God Before God Finds Me (Deluxe),There's not a home underneath the mud,31,Bad Omens
Blood,Post-Chorus,Finding God Before God Finds Me (Deluxe),"And we're all dead, so what's the difference",32,Bad Omens
Blood,Post-Chorus,Finding God Before God Finds Me (Deluxe),Between a god and his only son?,33,Bad Omens
Blood,Post-Chorus,Finding God Before God Finds Me (Deluxe),"It's blood, blood",34,Bad Omens
Blood,Outro,Finding God Before God Finds Me (Deluxe),"I am the sun, rain, the ocean",35,Bad Omens
Blood,Outro,Finding God Before God Finds Me (Deluxe),"I am the flood, flames, the chosen",36,Bad Omens
Mercy,Refrain,Finding God Before God Finds Me (Deluxe),"Blinded by a fear of feeling, these are the kings we chose",1,Bad Omens
Mercy,Refrain,Finding God Before God Finds Me (Deluxe),"Lost and looking for the meaning, I've been searching high and low",2,Bad Omens
Mercy,Refrain,Finding God Before God Finds Me (Deluxe),"When we fade into nothing, when we go up in the smoke",3,Bad Omens
Mercy,Refrain,Finding God Before God Finds Me (Deluxe),We’ll beg God for a mercy that He knows we'd never show,4,Bad Omens
